Brand,Model_Info,Additional_Description,Locality,City,State,Price
1, name0 6 128 name182 name75 name103, phone excellent condition 2gb ram 16 gb internal storage without charger,916,8,2,25000
0, name615 name233 9n, new mobile even single scratch got new mobile selling 4gb ram 64 gb rom 16 1010021200 camera online payment cod,210,1,3,7000
1, august sale new name87 iphone name234 64gb boxed new, 1010016400 condition without scratch 1010068000 1010050800 1010043100 accessories 101006200 19 months 1010024300,939,8,2,15800
1, name87 name0 6s 64gb good condition accessories, 10100000 6 16gb urgent sale good condition,638,10,7,14000
1, name87 iphone max 64 brand new replacement unit, 101008700 iphone xmax 64 gb brand new brand new replacement unit,249,1,3,79000
1, name0 5s sale, description,61,13,5,6000
1, brand new box pack iphone 4s acceseries warranty, brandufit make phone call directly smart watchincluding answering dialupsim slotsupport make calls 101009900 smart watchwith smartwatch wrist receive make calls dictate text messages send friends colleagues call taxi browse plenty apps even track fitness activity without need even take smartphone 1010010000 1010010100 1010010200 delivery available,115,8,2,3200
0, name233 9n 3gb ram 32 name47, 101005400 condition scratches mobile bill,787,13,5,6499
1, iphone xs max 256 gb airpods, 101004500 note 7s 3gb ram n 32gb storage newly opened box bill n accessory 2 weeks used 8700 new mobile dnt ask dirt cheap price stay away better,805,2,6,99999
1, name87 name0 name234 name92 64gb brand name54 condition name61, 101003600 101003700 2 64gb 101004200 1010015600 brand 101005400 condition phone brand 101005400 condition fully tested 1010052200 10100137300 1010011300 offers available store please visit value phone ask value call 1010095300 10100102200 accepted 1010011500 10100159300 accept payments via phonepe 101003600 pay 10100134400 please feel free come visit us amazing deals 1010083100 1723 rs kedari road babajan chowk opposite bhopla chowk near shivaji 1010023000 pune camp 01 call us 10100159400 8oo 8oo,193,15,5,20900
1, iphone 6 64gb, 10100119600 1010026000 full kit,90,0,1,11000
1, iphone xs 64gb brand new condition, 10100000 xs 64gb storage brand new condition full box kit limited stock call soon stock available 1010038000 mobiles people1010019500 1010038000 introducing 1010038100 time india smart phones sales rent customer satisfaction profit 1010038200 premium models available 1010038300 kumaran road opposite kvb 1010017900 tiruppur 641602 follow us fbmetrustmemobiles,594,1,3,57999
1, name0 7 plus, description,578,0,1,30000
1, phone xr 64gb full kit good condition, 3 months old want sell urgently need money,722,1,3,40000
1, name87 phone models available name61 name62 accessories, oppo k3 brand new 20 days old scratchesno dents perfect condition,145,17,7,12000
1, name87 watch series 1 42 mm gold stainless steel, brand new 6 months old,493,4,0,13500
1, urgent money, poco 1010015200 6gb64gb blue date purchase 08jan2019 box piece warranty new condition 7 month1010019500 old good condition,663,10,7,7500
1, name0 6 32gb full kit 1 month name114 name767, 10100000 7 128 gb sale 3 month service warranty bill box charger full kit 100 condition,50,0,1,9999
1, name37 2xl 128gb black colour full box warranty, 1010015500 101004500 note 3 3 gb ram 32 gb 101001500 memory 101001900 good condition 101002200 101002300 1010014700 display 1010020200 1010053600 accessories mi 101008900 1010014000 phone back 1010050800 10100141000,328,11,4,26500
1, name87 phone available name61 box, 101005100 phone,328,11,4,15000
1, name2629 7plus 32gb, 1010096500 want sell vivo y95,325,0,1,33500
1, phone 7, 1010014000 earphone,229,10,7,30000
1, name0 8 plus 256gb full set, note 10 12gb ram 256 storage it’s brand new phone 3 weeks old black beauty comes along full box og accessories,849,11,4,22999
1, iphone 6s 64gb, want purchase new sell onecontact better information 7053339424,77,8,2,15000
1, name0 7 name92 256gb — like new, 10100252400 venum na enku call panuga new mobile fresh peace rate kami vagi tharan contact iphone mobile want call,1131,2,6,31000
1, name0 6 16gb name103 perfect condition, one plus 5t 64 gb20 months oldwith 101006100 box charger,467,15,5,11000
1, name0 5s 6s good condition, mobile lite used 1010030700 10100000 box original charger bill,1053,2,6,15499
0, name615 name1797 name49 8256gb name1172 20 name242 used name1419 condition, warranty 6 months,503,15,5,57900
1, name0 xr name81 seal pack, phone good condition original charger box bill still warranty till 30 dec2019,593,13,5,42000
1, name0 6 sell exchange, 2 gb ram 32 gb space,1165,15,5,14000
1, name1654 deals apple name0 models available, bill boks,205,0,1,17000
1, name0 8 plus 64 gb, 10100000 x 256gb charger earphone 101006100 box available i’d proof provided,632,13,5,35000
1, 8plus 64gb space grey, 10100000 box charger earphones one year old bargains urgent sale phone new condition display changed original imei 44,601,1,3,32500
1, one plus 6 128gb 8gb ram mirror black excellent condition, one plus 6 128 gb 8gb mirror black excellent condition box accessories available one year old,839,1,3,22000
1, name87 name0 xs max bill rose goldexotic colour, phone damaged lot phones cost 23000once time selling 5000,22,2,6,70000
0, name615 name1797 name49 8256 gb, scratchless phone 64gb,1173,11,4,42000
1, name87 xs max good price, 11month old bill missing 1010012400 piece earphone,492,0,1,22650
1, name0 4s sale good conditiongood battery backup, description,800,2,6,3500
1, iphone name420 8gb, 10100117400 damage phone condition,646,0,1,3200
1, phone 5s, 1010012300 x 64gb silver color warranty available 1010095300 card 1010011500 available brand new condition original accessories available here€ scratch dent exchange yet used interested call 1010095400 shop doubts call 9791137413 tamil selvan p 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile 1010097600 done € ¥ ¶÷¬,68,2,6,4000
1, name0 6s name148, 1010039800 seal,44,8,2,14500
1, name0 6 plus 128gb lots covers excellent condition, 101005500 problem ki vajah se,654,8,2,20000
1, name0 7 6 months old, 10100000 colour top model 1010018700 bill accessories,330,10,7,30000
1, phone 6s 16gb, phone 6s 16gb box charger one year old,617,1,3,11500
1, name0 6 name92 16 gb silver, good condition scratch less phone 64gb spigen cover worth rs 1200,1008,15,5,10500
2, name271 ideapad, 1010012300 6 64gb warranty available 1010095300 card 1010011500 available full kit brand new condition original accessories available scratch dent exchange yet used interested call 1010095400 shop doubts call 9791157412 saravanan 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile 1010097600 done,1110,2,6,5500
1, name0 7 128gb gold, 10100108600 condition 1010034000 1010075100 plus 8 month usenew condition new bettery3gb ram 32gb rom scratchesmarket price 15000please call januene person,282,0,1,20000
1, name0 32 gb silver colour, oneplus 3 available sale good condition 3 years old original dash charger available,566,8,2,20000
1, name164 condition, clear fast efficient price 101004300 350inch touchscreen display powered 12ghz quadcore 512mb ram 4gb internal storage expanded 32gb via microsd card 2megapixel primary camera rear 03megapixel front shooter selfies 10100600 50 1200mah removable battery dual sim,946,8,2,42000
1, 6month sellers warranty iphone 7 32gb brand new phone bill box, one 7 6gb128gb 1010015400 grey 1 one month old brand new condition,57,4,0,21500
1, name0 xs max 64 gb, swapped 1 moth back swapped original receipt available earphone charger,598,8,2,75000
1, august sale name87 iphone name234 box packed new, description,966,8,2,15999
1, name0 x 64 name182, brand new boxed piece 10100000 x 64 1010018200 1010011900 1010018300 colourits box even opened yet indian bill wellit bought 2 days ago flipkartfor urgent saleprice remians fixedplease contact chat intrested,228,1,3,55000
1, name0 xr 128gb product red, 10100118900 pachpyi,578,0,1,50000
1, phone 6s, 101006600 1010019500 10 128 gb midnight black colorits 6 months old brand new condition tamper sidesno scratches fully working condition,930,8,2,4500
1, iphone x 64gbexcellent condition, 1010043500 selling brand new iphone11pro brand new good condition 10100000 modals available x xs xs max 101006600 modals one plus modals available wit seal back 1yr indian warranty,521,2,6,42000
1, name0 xs 64gb sealed pack 1 year apple warrantyemiexchange name127, urgent money urgent money,53,10,7,72900
1, name0 7 plus 128 gb zed black, 1010082500 box charger camplit original,765,0,1,27000
1, good condition small corner name493 display good working, phone 6 16gb well maintained us phone bill ok box charger available phone additional information contact urgent need aoney 9000 contact number 79seven 55one six 720,799,1,3,9500
1, name54 name0 7 128gbname54 sealedcodemiwarrantyexchenge option, 10100000 1010011200 64gb 16900 10100000 6s 32gb 18900 10100000 6s 64gb 19900 10100000 6s 128gb 22900 10100000 6s 101009200 64gb 29900 10100000 7 32gb 22900 10100000 7 128gb 28900 10100000 7 101009200 128gb 38900 1010011300 offer gst 101006100 1010011400 credit card 1010011500 available,601,1,3,28900
1, brand new unopened name87 name0 x 1 year warranty, scratches phone phone available 101006100 box charger,60,13,5,60000
1, name0 8 64gb, 1010016400 condition phone 1010011400 till 1010067700 2020 price nonnegotiable serious buyers plz,251,8,2,30000
1, name87 iphone name554 16gb silver color accessories also, 101008700 iphone 1010055400 16gb silver color 14 month old 1010014700 fine highlights 4 1010048000 1010034600 display 101003400 sim 1010036800 101001200 8mp 101001600 dual led 1010055500 101008200 101001600 101009900 40 siri 101002200 101002300,461,4,0,5300
1, name0 x 256gb used phone, 10100000 8 apple,254,13,5,47000
1, name2046 description iphone 6s 64gb service error, description,841,10,7,10000
1, name0 7 128gb name103, 10100000 6 1010010300 perfect condition screen protector new leather flip case comes original 101008700 11000lightning data cable,831,15,5,23500
1, name0 x excellent cell phone, buy apple iphone samsung model future technology awesome customer selling price best condition buy model starting price 15000 cash delivery available 101008500 call whatsapp details 101008600,1112,11,4,15000
1, name0 8plus 64gb sale, good quality best condition 1 half years old phone,879,2,6,37000
1, name87 iphone 7 32 gb, 101005000 2 1010092500 import 1010092600 1010092700 thus bill genuine 1010092800 glass slightly cracked corner display things working fine,1055,4,0,18000
1, 6s rose gold 64 gb, want sell vivo v 15 6 64 gb 100 condition problems dents scratches 2 months odf use accessories box,853,0,1,14000
1, name87 iphone 32gb, 1 day old box open even used,174,10,7,12000
1, name0 8 name119 name183, 64gb 10100000 1010023400 space grey model bought unlocked us comes box charger two covers one original 1010027800 one pure leather black back cover phone also screen guard phone mint condition scratches dents,365,8,2,25000
1, name0 6s 32gb new condtion, 4ram 128gb rom,674,4,0,13500
1, name0 6 16gb name119 name1, description,547,10,7,10000
1, name0 7 128gb, scratch less less used another mobilelike newslim stylish 1010014000 box also available,547,10,7,30000
1, name424 series 3 38 mm pink gps, galaxy note 9 128 gb 101004100 101004200 condition excellent 1010054600 1010071100 2019 1010029700 one 1010071200 accidental damage 1010071300 35 months 1010029700 1010071400 claims till date original accessories 101006200 101006100 1010014100 transparent back 1010050800 fresh unused seen photos 101005400 1010071500 1010028200 10100700 10100800 101006400 worth 1010021800 2000,797,4,0,16000
1, name87 iphone 6, problem mobile,908,8,2,10000
1, name0 6 name148, 10100000 7 128gb black matt color accessories good condition,740,4,0,13000
2, name271 name161, new condition charger ear phones,438,10,7,4000
1, name87 name0 7 128gb store warranty name42, 101008700 10100000 7 32gb rarely used vgc sell 55 1010034600 display 101008700 10100168300 101001200 10100109300 image isp dual cameras latest ios bill accessories call 1010016500,267,15,5,31500
1, name0 6s 64gb grey colour, 4 gb ram 64 gb rom 101008400 note 4 good working condition,815,2,6,19000
1, phone 5s 16 gb space gray, phone 1010057000 1010084400 kharab hi front camra kharab id dedunga jo chiya okkk,368,4,0,6000
1, name0 7 32gb flawless condition, 1010012300 1010023400 32gb 101009000 price warranty available 1010095300 card 1010011500 available £ brand new condition original accessories available here£ scratch dent exchange yet used interested call 1010095400 shop£ doubts call 9791157412 saravanan a£ 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile£ 1010097600 done,814,2,6,22000
1, name0 7128gb 1year old, neatly maintain scratch purchased 1010029900 5th original charger headphones,334,17,7,19000
1, phone xs max 256 gold, 2 month warranty left 1010014000 1010014100 101006200 1010077500,309,4,0,85000
1, name0 8plus display broken box bill black colour, need original iphone 6s display contact 94886666eight2,1077,2,6,33000
1, name0 6 plus 64 gb, fixed price don’t ask last price anything it’s totally fixed price opened purchased apple store brand new bill box 1010012400 phone 1010094900 purchasing 101008900 101006400 glass installed 1100 free cover 101005400 phone opened check didn’t used,386,4,0,20000
1, name87 name0 7 name753, good condition 101006100 101006200 accessories,125,1,3,18000
1, name0 8 plus, assosorise box bill charger display problem 4gb ram 32gb 101004700 5000mah battery model everything working touch also crack display change,596,13,5,41499
1, name0 available 6s 32gb, 101005100 working perfect condition without single scratch,697,2,6,16999
1, name0 8 plus accessories, good mobile,455,11,4,13000
1, iphone 6s 128 gb sealed, 1 yr old box 3 cases sale,773,11,4,21500
1, iphonese 64 gb, want sell vivo nex light used mobile full kit,1011,2,6,18000
1, name0 6 64gb, phone charger 101006200 6gb ram 64 gb 101001400,1050,15,5,9500
1, iphone xs grey, 1010055600 mobile,157,10,7,50000
1, iphone7gold, 101006600 a7 2018 model 128 gb internal storage bill warrantynew mobilepurchase 24000,389,8,2,18000
1, name0 7 128 gb, urgent sale 10 month minimum used,723,8,2,24000
1, iphone xs max name148 scratchless mint conditn, 101006600 galaxy 1010011600 101009200 8128 1010060600 101004200 5 months old like 101005400 everything 1010014700 1010053500 1010053600 accessories 101006100 101006200 complete 101008900 1010053700 1010053800 interested contact 9971960889,796,4,0,70000
1, name0 6s name1442, 3g phone expensive s8 rom ke sath 16gb rom 2 gb ram 16 mega pixel camera front 2 mega pixel 51 inch display charger box bill missing pubg mobile pubg lite bhi chalta haiso hurry,907,4,0,12500
2, 16gb name1032 name503 five name92, problem dent mobile mint condition serious buyer text tp,352,13,5,4000
1, name0 7 plus, rose gold 10100000 7 101009200 32gb box accessories available,63,1,3,33000
1, iphone lowest price, favourite mobile bot many problems im sele real u teke u chat please interest chat,117,10,7,11500
1, name87 name0 11 name49 name229 dual name376 name221 one name80 name1407, realme 1010036900 32gb,255,13,5,119999
1, name87 5s 16gb silver accessories latest updated name277, 10100000 xs 64gb 1010010300 colour sale 1010016400 condition scratchless phone genuine accessories intact box warranty 10100168200 authorised 101008700 purchase 28092018 1010013100 untampered phone,162,15,5,6850
1, name0 6 32gb space gray, say hello future 10100000 x 128 gb line 101008700’s vision create entirely screen,988,0,1,13000
1, 6s 32gb apple iphone, new 101005000 61 plus well maintained 4gb ram 64gb 101001500 memory along 1010014000 1010014400 1010014100 2 new cases sale,764,2,6,16999
1, neatly used name0 x, would like exchange galaxy note 8 1010047500 cash given complaints neat peace include 101006600 original pouch,318,11,4,42000
1, 49 offapple name0 name1099 cod, 10100120900 e alam 1010099800,282,0,1,15000
1, name0 7 plus golden 10 months warranty, 1010018400 mobile 1010018700 good condition,831,15,5,24999
1, name87 phone available best prices, 1010026900 exchange 10100000 give extra money 6 gb ram 64 gb rom full box good condition display fingerprint 212mp dual rear camera 25 mp front facing camera 1010013100 buyers text,75,11,4,11499
1, name0 7 mat black, 10100184700 sale,935,8,2,17000
1, good condition apple name0 buy 256gb amazing models cod available, apple phone seven 8 x x models available cash delivery facility available,688,11,4,12000
1, name0 6s 16 gb excellent condition along charger nd bill box, phone 6 64 gb cloud locked mobile sale power working fingerprints slightly brocken,64,2,6,9900
1, iphone name234 64gb ng rose gold excellent condition, warranty coral blue s9 128 gb without scratches front well back complete accessory,193,15,5,14900
1, iphone 7 name92 128gb excellent condition name81 color bill, top 101008700 phone x 3256 gb best 101007400 excellent condition 101004200 color 101006100 101006200 accessories cod available interested buyer contact please whatsapp,546,11,4,22000
2, lenovo name716 note 2gb 16gb name187 name123, 101006000 1010036900 good condition warranty 101004600 2gb 101001500 16gb 101006100 box original charger available,271,4,0,2999
1, name0 5s 16gb bill box, 3 month old accessories,517,4,0,8500
1, name0 6s 16 gb, lyf 4g 101005100 phone,44,8,2,12500
1, name0 7 32gb, 7 months old good conditionno adapter usb availableno earphonesbill box available,1029,1,3,16000
1, 20 sale braand new name87 iphone name234 64gb, uper sale special 1010096800 blackberry available new blackberry 9790 bold 5 box packed box packed accessories fix price exchange imported 10100188800 available office gurgaon near huda 10100183300 centre sushant lok physically check buy call whatsapp 9910350507 call timings 12pm7pm also iphone models colors available 1 year warranty7 6 1010023400 1010055400,929,8,2,15999
1, phone 5s, 1010067700 iphone xs olx unused new want sell iphone xs gold box pack,731,0,1,6000
1, 6s 64gb space gret, 10100000 full kit unused accessories,1117,2,6,10000
1, name123 macbook service done, info call,1130,2,6,5000
1, name0 name414 name229 64gb gold colour, 1010099900 dhamaka sale selling without gst,514,2,6,61000
1, iphone 6 space grey 16gb good condition, nice condition phone charger,1045,8,2,9000
2, name271 name1375 3gb32gb accessories, it’s gud mobile want arjent money u interesting 85 two two 898906 call,545,10,7,5000
1, name0 x 256gb name1, • 101006600 note 9 128gb 1010024300 phone 1010011500 • 101005100 101006100 1010014000 eraphone available • 7 101008000 replacement 10100100500 3 months 1010068100 1010011400 return accepted 1010011300 1010068100 accepted • 1010011500 available 1010024300 phone 1010095100 10100100600 1010037800 1010095300 card • 1010011300 available • 10100100700 call massage otherwise call answer 1010016500 massage,700,0,1,48000
1, name0 name66 phones brand name54 name90 prices, 101006600 10100150700 pro black color variant good condition along original 101006600 charger 10100600 lollipop dual sim feature 10100129700 15ghz quadcore 10100150800 processor 101006600 galaxy 10100150700 101004900 comes 2gb ram phone packs 16gb internal storage expanded 128gb via microsd card 101006600 galaxy 10100150700 101004900 packs 8megapixel primary camera rear 5megapixel camera front 2 back cover black brown free,79,11,4,8500
1, iphone 11 pro max 512 gb sealed box, full box accessories,328,11,4,129000
3, lg v30 plus 128gb excellent condition 13900, dual 101001600 4gb ram 32gb 101001400 1010061500 1010023300 10100140800 phone brand 101005400 condition fully tested 1010052200 10100137300 1010011300 offers available store please visit value phone ask value call 1010095300 10100102200 accepted 1010011500 10100159300 accept payments via phonepe 101003600 pay 10100134400 please feel free come visit us amazing deals 1010083100 1723 rs kedari road babajan chowk opposite bhopla chowk near shivaji 1010023000 pune camp 01 call us 10100159400 8oo 8oo,640,15,5,13900
1, iphone 11 64 gb name81 name526 pack, 64 gb phone memory charger,1043,0,1,66000
1, name0 7 name753, new prices rate drops available gurgaon 100 percent original 10100000 6 16gb 12500 10100000 6 32gb 13400 10100000 6 64gb 14000 iphone 6s plus 64gb 20500 10100000 6s 64gb 16300 10100000 7 32gb 22000 10100000 7 128gb 24000 10100000 7 plus 128gb 42000 100 percent original product imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working one year warranty reputed company available fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy,44,8,2,18000
1, name87 name0 7 128gigs accs charger earphones, 101008700 10100000 8 64gb accessories bill box 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,640,15,5,22999
2, name271 vibe k5 note, brandufit make phone call directly smart watchincluding answering dialupsim slotheart beat monitoringsupport make calls 101009900 smart watchwith smartwatch wrist receive make calls dictate text messages send friends colleagues call taxi browse plenty apps even track fitness activity without need even take smartphone 1010010000 1010010100 1010010200 delivery available,1121,2,6,3000
2, name271 name1032 name789 note name62, 101008400 radmi 5 new 2gb ram 16gb invalid 101001600 full ok 101001900 backup full ok problems 101006100 box charger 1010020300 sale,128,13,5,4000
1, name0 7 128gb, 1 13mp5mp ultrawide dual camera 8mp f20 front camera 2 16cm 63 full 101008200 1010050500 v display 2340x1080 crystal clear resolution 409 1010032700 5000 mah battery 3x fast charge 1010013900 101003200 fast charger box 3 101007800 face unlock fingerprint sensor dual sim nanonano dual standby dual volte 4 10100178700 1010024700 certification 101008200 streaming 10100143300 atmos 360 surround sound 18ghz 1010013800 7904 octacore processor 10100600 1010040700 v81 os 5 1 year manufacturer warranty device 6 months manufacturer warranty inbox accessories including batteries date purchase 1010067700 2019,362,15,5,21000
1, name0 name1417 name54 sealed pack, 101005400 condition phonei want sell phone bbecausei updated note 10 plus,986,4,0,40501
3, name397 g4 32gb 3gb ram, maintained like 101005400 phone,832,15,5,4500
1, name0 6s 64gb good condition, 1010095300 card 1010011500 available models 1010012300 5s xs max brand new condition original accessories available scratch dent exchange yet used interested call 1010095400 shop doubts call 7845593133 10100242600 € 1010095300 debit 1010037800 accepted 1010062600 location vadapalani 101008700 10100000 macbook ipad mobile £ 1010097600 done,1076,2,6,19000
1, name0 7 plus 128gb limited red, 101006600 galaxy note 9 superb condition bill box unused headphones charger c type cable also additional 101009900 keyboard 101009900 mouse hdmi cable connecting tv computer dock exchange offer 101007400 bit negotiable,216,13,5,30000
1, latest name87 phone models available name1226, urgent sale phone 6 32gb good c,109,11,4,12000
1, name120 name0 xs max 256gb gold 1 year name124 warranty, 10100000 xs 1010022900 256gb gold color sealed pack bought 1010012100 facetime 1 year 1010012400 warranty price fixed negotiable,1035,1,3,90000
1, newly launched name0 name38 greenpurpleredwhite brand new sealed, 10100000 11 pro max non activated sealed warranty 114k,791,2,6,65000
1, phone models available cash delivery india name61, description,532,11,4,17999
1, phone x 256gb, 128 gb jet black 1010022200 charger cable box one year old,920,4,0,55000
1, name0 6s name92 available affordable price,  6s 32gb seal pack wd 1 year  warranty goldrose goldblacksilver,50,0,1,20000
1, name292 apple name66, realme 3i 464gb9698red blackblue realme3i 332gb8199 red color4230 mah bettary finger lock fix rate realme3i 332gb8100 black color realme5 4128gb12149perple blue realme c2 216gb6100black color realme 1010069100 332gb8299black colour realme2 3gb32gb8790dimond blue model sealpack bill fix rate address 1010097200 telecom 30mangalya complex oppbrts bus stop anjali circle paldivasna ahmedabad time10 to130 4 930,90,0,1,10000
1, name87 name0 7 plus 128 gigabytes, 101008700 10100000 7 32gb accessories bill box 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,315,15,5,27500
1, name0 xs max 256gb gold, description,667,15,5,75000
2, name51 flashed, 101005100 lenovo flashed sell mobile,188,1,3,3000
1, name0 xs max 64 gb name103, 10100000 brand new unused phones 5s x available price starts 7499 flawless condition new accessories credit cards accepted welcome 10100248400,536,2,6,70000
1, name0 7 name180 name42 128 gb, bill box charger scratches best condition interested buyers text talk,929,8,2,23500
1, iphone 7 32gb excellent condition, excellent condition 101006100 accessories 1010011300 offers available 1010095300 10100102200 accepted 1010011500 10100159300 visit us 1723 rs 10100169600 1010054300 10100169700 10100164200 opposite 10100170600 10100164200 near 10100170700 1010023000 10100158600 10100159200 01,193,15,5,17900
1, name87 7 asserious, 10100000 7 1010010300 32 gb excellent condition original accessories box charger headphones bill warranty,1008,15,5,9000
1, iphones seal packed available bill replacement warranty, description,118,2,6,17999
2, name271 k8 plus brand new excellent condition, moto 4gb 64gb box original charger single problem everything perfectly fine dont bill device 13 months old price fixed,286,4,0,6800
3, lg name2713 sale, three covers free,859,11,4,12000
1, iphone name112 32 gb well maintained, want money,449,11,4,12200
1, name54 name0 6s 32gb 100 condition silver accessories, 101005400 iphone 10100115000 128gb 1010015600 10100103500 warranty 101005400 brand new box pack 1010011400 yes 1010010000 cover n toffen glass 1010011500 also available 1 1010095100 1010095200 2 1010095300 1010037800 √ 1 week return policy √ 1010094200 delivery avaialable dont call bargaining call 1010095400 time 10am 10pm 100 fixed 1010017100 details 1010095500 message follow olx see daily new 1010095600 profile name 1010095700 mobi details call us direct call olx message 1010095500 contact 1010095800 1010083100 1010095700 mobi sg 9 2nd floorom complex opp mymy showroom 1010095900 roadcg roadahmedabad 1010025300 101003600 1010096000 1010096100,361,0,1,11500
1, name0 7 plus, 1010034200 dekkat nhi hai touch crack hai chalata haiaur problem,114,4,0,28000
0, name615 honor 5x 3gb 16gb finger print 4g, 101008400 note 5pro 4mth old 6gb 64 gb exchange ok,1173,11,4,5299
1, offer phone 6 64 gb brand new pieces box packed importd, offer phone 6 64 10100000 models available 6 16gb 12500 10100000 6 32gb 13300 10100000 6 64gb 13999 10100000 6s 64gb 16000 10100000 7 32gb 21800 10100000 7 128gb 24500 10100000 7 plus 128gb 33000 100 percent original product imported pieces 1010028300 etc new unused box packed accessories factory unlockedall indian sim working 1 year 6 months warranty options reputed company fix price exchange available office gurgaon near huda 10100183300 centre sushant lok physically check buy call whatsapp 9910350507,929,8,2,13900
1, name87 name0 x black 64 gb orignal accs, iphone xr 5 months used small scratches back panel,162,15,5,45200
1, name87 name0 se 32gb accs bill good deal, 101008700 10100000 se 64gb accessories bill box 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,1050,15,5,11800
3, name583 plus 128gb lg dual name376 name124 15900, looks brand 101005400 1010015900 z1x 6gb ram dual 1010037600 11 months warranty instant 1010010200 ur used 10100102300 please click see profile check devices 1010011300 available 1010095300 card accepted pavit 1010023900 17 10100157400 road opp nike showroom near karachi sweets woodland store camp pune 411001,640,15,5,15900
1, iphone name234 64gb fantastic condition, description,193,15,5,13900
1, iphone 4s brand new, brand 101005400 101006200 1010061700 accessories latest top updated 101008700 10100000 models available 7plus 8plus x xs xr xsmax ios12 512gb256gb128gb available 10100114400 10100114500 101005100 iphones sell one 10100105300 also 10100114600 available cash delivery available hurry limited stock available 10100114700 whatsapp 1010013400 call,15,8,2,3500
1, showroom condition name87 name0 7 128gb jet black available, 101005000 basic phone,48,2,6,25000
1, never name120 name617 name0 6 name453 100 name89 7, description,380,4,0,13999
1, buy latest model iphone, 101006600 galaxy 1010016600 101004200 64 1010018200 perfect condition latest updated 10100600 software issues never opened repairs 1010038100 hand original accessories bill box etc 1010022800 final price,28,4,0,15500
1, new high definition 4d touch name0 sale call, accessories,981,13,5,12000
1, name87 name0 8 64gb immaculate condition accessories ce, 101008700 10100000 6 16gb accessories 600 iphones available 1010095300 1010037800 accepted 1010095300 1010037800 1010011500 available 1010062600 warranty pieces available prices fixed 1010095400 fb insta page olx profile 10100158800 1010023900 opposite 10100158900 10100159000 park 10100159100 10100158200 10100158600 10100159200 411042,162,15,5,33999
2, good condition name271 p1m 2gb 16gb 4000mah 5 inch, 1010047500 neat 101004500 1s 3g dual sim phone,211,11,4,3950
1, iphone 6 16gb good condition, good condition phone 101006100 accessories used well 1010095300 10100102200 accepted 1010011500 10100159300 1010083100 1723 rs 10100169600 1010054300 10100169700 10100164200 opposite 10100170600 10100164200 near 10100170700 1010023000 10100158600 10100159200 01,193,15,5,9900
1, name87 name0 6s 64gb accessories bill, 101008700 10100000 7 128gib bill box accessories 400 apple devices available 1010095300 card emi available prices fixed follow page 1010077400 insta olx profile 10100158800 1010023900,162,15,5,20999
1, name0 7 32gb square garage, description,1065,2,6,22500
0, honor 9 lite, 101008700 10100000 1010023400 64gb 1010010300 9mounth old interested call 8o56271728,788,2,6,5499
1, latest price neww name123 name234 64gb, one plus 3 64 gb memory 6 gb 101004600 selling beloved first one plus 3 phone bought one plus 7 101004900 phone nicely kept good new 1010055700 body 101008900 bill box 1010025200 charger available bought 2016,640,8,2,16000
1, name0 7 128gb, running condiotion original charger handsfree,700,0,1,21000
1, name0 10 name414 256 gb, one plus 7,822,2,6,65000
2, name271 k8 note gb464only 4500, description,890,4,0,4500
1, name87 name0 xs name229 name183 name41 13 months name114 remaining like name54, 101005000 touchpad phone best condition unused packed selling using long original charger,288,8,2,70300
1, name87 name0 7 32gb good condition nicely used, looks good 101008700 10100000 xr 64gb dual sim e 1010037600 1010011400 till 1010047300 2020 instant 1010010200 ur used 10100102300 please click see profile check devices 1010011300 available 1010095300 card accepted pavit 1010023900 17 10100157400 road opp nike showroom near karachi sweets woodland store camp pune 411001,1050,15,5,18800
1, name0 7 128, 10100000 5se 32gb brand new condition accessories available without dent scratches exchange yet used interested call 1010095400 shop doubt call 7358233945 models 10100000 5s x 1010095300 debit cards accepted 1010062600 location 10100240700 puram mandaveli 101008700 10100000 macbookipads mobiles 10100240800 done asquare,893,2,6,25000
